166,166,166,166,166,166,166,166,166,170,188,171,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,170,188,189,143,193,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,410,411,411,411,411,412,166,166,166,166
166,166,166,166,166,166,166,167,264,264,165,170,171,166,170,188,188,171,166,166,166,166,166,166,166,166,166,166,166,410,475,433,433,433,433,476,412,166,166,166
166,166,166,166,166,166,252,192,144,144,193,192,193,170,189,264,264,187,188,171,166,166,166,166,166,166,166,166,410,475,433,433,433,433,433,433,433,412,166,166
166,166,166,170,171,166,166,170,171,166,170,188,188,189,264,264,264,264,264,165,166,166,166,166,166,166,166,410,475,433,433,433,433,433,433,433,433,476,412,166
166,166,170,189,187,188,171,192,174,188,189,264,264,264,264,264,264,264,264,165,166,166,166,166,166,166,166,432,433,433,433,433,433,433,433,433,433,433,434,166
166,166,167,264,264,264,187,188,189,264,264,264,264,264,264,264,264,264,143,193,166,166,166,166,166,166,166,454,501,433,433,433,433,433,433,433,433,433,434,166
166,166,167,264,264,264,264,264,264,264,264,264,264,264,264,264,264,143,193,166,166,166,166,170,188,171,166,166,454,501,433,433,433,433,433,433,433,433,434,166
166,166,192,145,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,166,166,166,170,189,264,187,188,171,166,432,433,433,433,433,433,433,433,433,434,166
166,166,166,167,264,264,264,264,264,264,264,264,264,264,264,264,264,187,188,188,171,166,167,264,264,264,264,165,166,432,433,433,433,433,433,433,433,502,456,166
166,166,166,167,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,188,189,264,264,264,264,187,171,454,501,433,433,433,433,433,433,434,274,166
166,166,170,189,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,454,455,455,501,433,433,433,476,412,166
166,166,167,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,143,193,166,166,166,166,432,433,433,433,433,434,166
166,170,189,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,252,166,166,166,432,433,433,433,433,434,166
166,167,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,188,171,274,410,411,475,433,433,433,433,434,166
166,192,145,264,264,264,264,264,143,144,144,145,264,264,264,264,264,264,264,264,264,264,264,264,264,264,154,155,155,411,411,433,433,433,433,433,433,433,434,166
166,34,192,145,264,264,264,264,165,270,274,192,145,264,264,264,264,264,264,264,264,264,264,264,264,264,176,286,287,292,293,433,433,433,433,433,433,433,434,166
166,34,34,192,144,145,264,264,187,171,272,252,167,264,264,264,264,264,264,264,264,264,264,264,264,264,176,330,331,358,359,433,433,433,433,433,433,433,434,166
166,34,34,34,34,167,264,264,264,187,188,188,189,264,264,264,264,264,264,264,264,264,264,264,264,264,198,199,199,508,433,433,433,433,433,433,433,433,434,166
166,34,34,34,170,189,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,455,455,455,455,455,455,455,455,455,456,166
166,34,170,188,189,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,143,193,166,38,56,39,38,56,56,39,166,166
166,170,189,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,166,35,23,55,57,23,23,55,39,166
166,192,145,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,56,39,60,13,23,23,23,23,23,55,39
166,34,192,145,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,23,23,23,23,23,23,55,39,60,12,13,23,23,23,23,33
166,34,34,167,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,23,23,23,23,23,23,23,23,55,56,39,60,13,23,23,11,61
166,34,170,189,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,23,23,23,23,23,23,23,23,23,23,23,23,55,39,60,12,12,61,166
166,34,167,264,261,262,263,264,264,264,264,264,143,144,144,264,264,264,264,264,264,23,23,23,23,23,23,23,23,23,23,23,23,23,33,38,56,39,34,166
166,34,192,144,283,284,285,144,145,264,143,144,193,34,34,167,264,264,264,264,23,23,23,23,23,23,23,23,23,23,23,23,23,23,55,57,23,55,39,166
166,34,34,34,305,306,307,34,192,144,193,34,34,34,34,192,145,264,264,264,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,33,166
166,410,411,411,418,419,420,411,411,411,411,411,412,166,34,34,192,144,145,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,33,166
166,432,396,397,446,419,445,397,397,397,397,398,434,166,34,34,34,34,192,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,33,166
166,432,418,419,419,419,419,419,419,419,419,420,434,166,34,34,34,34,38,57,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,33,166
